Image,EAR,MAR,Drowsy
45.jpg,0.37419217545030337,1.0113302184928643,0
47.jpg,0.4011363247344543,0.9860233062428455,1
48.jpg,0.3710906992422823,0.8985508985903055,0
49.jpg,0.3434011738120667,0.605999515790407,0
5.jpg,0.40876961545323287,0.6500355641408084,1
50.jpg,0.36719313940877596,0.6705479972108461,0
51.jpg,0.4493763410355917,0.8087288784742732,1
52.jpg,0.4753025941638222,1.0198262452100273,1
53.jpg,0.504386754098612,0.9982030064629767,1
54.jpg,0.5179966530145289,0.9857617784542652,1
55.jpg,0.49033838708947264,0.8712648459141428,1
56.jpg,0.4738055534432347,0.6427208914285006,1
57.jpg,0.47446521087434024,0.6728288695597185,1
58.jpg,0.4884116953684071,0.9883748721066429,1
59.jpg,0.4598439973933518,0.9622234459192204,1
6.jpg,0.39762194653948885,0.6473861874932886,0
60.jpg,0.46518385122352823,0.9140586321797913,1
61.jpg,0.38398643880782146,0.7766951458596827,0
62.jpg,0.43879986290535244,0.9215048791134924,1
63.jpg,0.4751043887250191,1.0408790373522094,1
64.jpg,0.4223997428607723,0.7636004097566306,1
65.jpg,0.4204406670323274,0.8478862336336692,1
66.jpg,0.4395093065330682,0.8874927834056867,1
67.jpg,0.4182739761782754,0.9961036266649956,1
68.jpg,0.4162701380767538,1.0122924073290107,1
69.jpg,0.4216065379439723,1.0040526033704862,1
7.jpg,0.38097432230538353,1.0392957931492692,0
70.jpg,0.4203334391151108,0.9461278955389388,1
71.jpg,0.4157502957457857,0.9266619747150908,1
72.jpg,0.4110336646228496,0.7941290898684294,1
73.jpg,0.4149909431645786,0.5733457623481347,1
74.jpg,0.4024097845705974,0.5542466339316194,1
75.jpg,0.41724419198270335,0.5540828820331891,1
76.jpg,0.43531518224530774,0.5479470676185674,1
77.jpg,0.44731646436851524,0.9780131043451319,1
78.jpg,0.4074488335122217,0.9890238296912267,1
79.jpg,0.41700133494482206,0.5258847314255409,1
8.jpg,0.39268261190949677,1.0031314993521963,0
9.jpg,0.3530023808794639,0.6780819341169229,0
image_0 (10).jpg,0.3908455054852971,0.6992136919779309,0
image_0 (15).jpg,0.36317727751022677,0.6806125870993611,0
image_0 (3).jpg,0.40787721492573725,0.6325411771742704,1
image_0 (4).jpg,0.41330844093951935,0.6992910304630815,1
image_0 (5).jpg,0.38689145022843474,0.5556267735536207,0
image_0 (6).jpg,0.3928141187468669,0.5299528481379784,0
image_0 (7).jpg,0.38640971730707113,0.5312426523747449,0
image_0 (8).jpg,0.38221732780893297,0.5388987065095935,0
image_0 (9).jpg,0.40802521461832164,0.7182265499841775,1
image_0.jpg,0.39023781119116224,0.5283484187058823,0
image_0010.jpg,0.4164193026378096,0.5966455867683295,1
image_0016.jpg,0.3884353552691232,0.5985934349535107,0
image_0109.jpg,0.36194932179207395,0.7021586767887846,0
image_0111.jpg,0.3519409705751233,0.8708849910260874,0
image_0134.jpg,0.3866604807738155,0.48210946242365943,0
image_0136.jpg,0.37920808156739366,0.915636240031612,0
image_0137.jpg,0.4014011390068456,0.9703540932029194,1
image_0141.jpg,0.37549322933529916,0.757840557959584,0
image_0157.jpg,0.3733576692498146,0.7494105680576123,0
image_0158.jpg,0.37804249910905896,0.9932733881499365,0
image_0159.jpg,0.43761192900699625,0.6472459082065319,1
image_0160.jpg,0.4151411861005091,0.5803768667189944,1
image_0161.jpg,0.3966277100287398,1.002189780800007,0
image_0162.jpg,0.4171874118562215,1.0102443840861552,1
image_0163.jpg,0.4319245506949308,0.5977886201645214,1
image_0164.jpg,0.410449935034517,1.0315832609773388,1
image_0165.jpg,0.4158386234190035,1.000598235630319,1
image_0166.jpg,0.385986751995393,0.8246320391800318,0
image_0167.jpg,0.4089786270163683,0.7359623276158288,1
image_0168.jpg,0.37953247004792834,0.8883923400378839,0
image_0169.jpg,0.3992080493968957,0.8613061318669895,0
image_0170.jpg,0.40009738050884197,0.987677423129168,1
image_0171.jpg,0.4199109519591582,0.8650150895353463,1
image_0172.jpg,0.4008046768939927,0.6808709597183839,1
image_0173.jpg,0.4183941476411793,1.0134961862472087,1
image_0174.jpg,0.3775649640641542,0.6876871687712124,0
image_0175.jpg,0.41945690399491964,0.9763915755397261,1
image_0176.jpg,0.38675301231914083,0.5863998473034163,0
image_0177.jpg,0.37553455319659657,0.9777297441246684,0
image_0178.jpg,0.3744476486916863,0.938943110060299,0
image_0179.jpg,0.3694292250842127,0.653272130221134,0
image_0180.jpg,0.4017214534545268,0.6042062758432932,1
image_0181.jpg,0.3603562655002758,0.6044413741773687,0
image_0182.jpg,0.3723373795445023,0.9847612582048635,0
image_0183.jpg,0.37680674461394875,0.602949908938055,0
image_0184.jpg,0.3716393937179734,0.9972169438044811,0
image_0185.jpg,0.3773699514931818,0.6701170343179265,0
image_0186.jpg,0.3674192810868936,1.0113637264977875,0
image_0187.jpg,0.3926424031491412,0.9447498943236604,0
image_0188.jpg,0.3887600229884554,0.9223318140365825,0
image_0189.jpg,0.3514744793572322,0.9895071135485938,0
image_0191.jpg,0.37364506515210405,0.6602154651379839,0
image_0192.jpg,0.4180729003715868,0.6284077466493174,1
image_0193.jpg,0.3834907459493423,0.9303471391269045,0
image_0194.jpg,0.3660944999078855,0.980034189503402,0
image_0195.jpg,0.3300393001834996,0.719770689229718,0
image_0196.jpg,0.3818199611244857,0.6258975494837681,0
image_0197.jpg,0.37020418040024305,0.7185948069525774,0
image_0198.jpg,0.3837662154556683,0.5564581786818873,0
image_0199.jpg,0.38000612907993775,0.6793756682642983,0
image_0200.jpg,0.3762554238411996,0.6602983131169438,0
image_0201.jpg,0.37565594251057915,0.5951690961107873,0
image_0202.jpg,0.385086154278254,0.5519579377460856,0
image_0203.jpg,0.3634434155280817,0.6439515290985535,0
image_0204.jpg,0.37972607255093405,0.7673480234173257,0
image_0205.jpg,0.3935752357909206,0.6651325511313042,0
image_0206.jpg,0.37523209523247764,0.6490198701351837,0
image_0207.jpg,0.38218715113641966,0.5922962185523621,0
image_0208.jpg,0.3708072388692474,0.7263939234960649,0
image_0209.jpg,0.3877721767244776,0.6868648274360165,0
image_0210.jpg,0.3990414768866082,0.6297156237167066,0
image_0211.jpg,0.3787792008286737,0.6594255528274617,0
image_0212.jpg,0.3894408482353527,0.6565031339543241,0
image_0213.jpg,0.3720607644325637,0.611247206698309,0
image_0214.jpg,0.37364687447723244,0.6569634421592344,0
image_0215.jpg,0.39186310325861196,0.7204767087931353,0
image_0216.jpg,0.3811170082676557,0.6961022587470889,0
image_0217.jpg,0.3774571125495102,0.5395866648867828,0
image_0218.jpg,0.3771312199207043,0.5281793300543663,0
image_0219.jpg,0.34538313546525046,0.6366659666516489,0
image_0220.jpg,0.3584760846290803,0.6023425667318248,0
image_0221.jpg,0.3686043334082484,0.5404187873219239,0
image_0222.jpg,0.3712472559543236,0.6023429717262853,0
image_0223.jpg,0.3444737949255679,0.545999958041974,0
image_0224.jpg,0.3596267284482836,0.6018719596664878,0
image_0225.jpg,0.37496034533662964,0.538187956946437,0
image_0226.jpg,0.37930323735313676,0.6781311469712878,0
image_0227.jpg,0.35801173284665744,0.5402468135995245,0
image_0228.jpg,0.37718584193491816,0.5681086023158349,0
image_0229.jpg,0.38368909092399367,0.4734713940903779,0
image_0230.jpg,0.3610219453534165,0.6301662734839858,0
image_0231.jpg,0.3565437363857934,0.5708706748339132,0
image_0232.jpg,0.3572098559511253,0.6650451442363273,0
image_0233.jpg,0.3596446435462467,0.5127216298693295,0
image_0234.jpg,0.37887428852969995,0.5886833707766577,0
image_0235.jpg,0.3713410142362694,0.9881552952300343,0
image_0236.jpg,0.3576680573019688,0.6798320543483235,0
image_0237.jpg,0.3833352117081036,0.5317978094112318,0
image_0238.jpg,0.3605514506935112,0.5109160821430312,0
image_0239.jpg,0.3692284917973986,0.6226445375204052,0
image_0240.jpg,0.4034337640083142,0.5248215045835283,1
image_0241.jpg,0.36765806349135166,0.8732327645820679,0
image_0242.jpg,0.3828202558259485,0.6463878237943045,0
image_0243.jpg,0.3829215584339839,0.6906323352032506,0
image_0244.jpg,0.3659241297731962,0.6631097464261596,0
image_0245.jpg,0.38181856275783677,0.657649481402854,0
image_0246.jpg,0.3906100724830067,0.6384646976510125,0
image_0247.jpg,0.3640355186111477,0.5832158450583704,0
image_0248.jpg,0.39721864700862114,0.8412870666456884,0
image_0249.jpg,0.3701299224581729,0.6642092150892366,0
image_0250.jpg,0.39386824023668743,0.6683255012240801,0
image_0251.jpg,0.3654917677313987,0.5585463366465508,0
image_0252.jpg,0.3795598941581677,0.5775176015117012,0
image_0253.jpg,0.3778844998469193,0.5907304391989222,0
image_0254.jpg,0.373981818593807,0.6287752055052587,0
image_0255.jpg,0.37260634481453897,0.6351329252076439,0
image_0256.jpg,0.3784340810889557,0.725502112292098,0
image_0257.jpg,0.38966282814239406,0.6344162988117417,0
image_0258.jpg,0.39106031020196297,0.6435043019933339,0
image_0259.jpg,0.3856571599444433,0.6722885822030623,0
image_0260.jpg,0.3885346199724118,0.6131553639843407,0
image_0261.jpg,0.37301929350294694,0.59843830646189,0
image_0280.jpg,0.39112489898135905,0.7783020051652946,0
image_0296.jpg,0.4022969591367903,0.6854986002801151,1
image_0315.jpg,0.41598287634257836,1.025664832673478,1
image_0320.jpg,0.3727138608637375,0.7159393144224434,0
image_0322.jpg,0.3745270316904129,0.9742545444299089,0
image_0371.jpg,0.3731062977216204,0.7782059769124556,0
image_0378.jpg,0.37408852483959243,0.6410953813236048,0
image_0379.jpg,0.380433107657248,0.6324526982174029,0
image_0381.jpg,0.3671213817671247,0.7007545510492514,0
image_0387.jpg,0.3652473071433303,0.6389473465835038,0
image_0388.jpg,0.39090241238300383,0.6546122022744988,0
image_0389.jpg,0.37615525519503407,0.607479330147429,0
image_0390.jpg,0.37399614871164916,0.7285825425327729,0
image_0391.jpg,0.35293907192577645,0.6909217441365333,0
image_0392.jpg,0.3765325009572755,0.6101336954613917,0
image_0393.jpg,0.36078894679002943,0.7212673859317833,0
image_0394.jpg,0.37735694658514923,0.6494075208191527,0
image_0395.jpg,0.3759419149877076,0.7326190474495861,0
image_0396.jpg,0.3655907707168853,0.7198639955623742,0
image_0397.jpg,0.3690541370267169,0.6797186287424938,0
image_0398.jpg,0.3743373689525915,0.6903556981906599,0
image_0399.jpg,0.3558336811738543,0.926776064237814,0
image_0400.jpg,0.38513030775160717,0.5046820002821112,0
image_0401.jpg,0.3730537261101177,0.7084000895286228,0
image_0404.jpg,0.3943569523939856,0.6464140917089458,0
image_0405.jpg,0.37401521250937864,0.6318940722451113,0
image_0406.jpg,0.3874399959779291,0.9329513273386144,0
image_0407.jpg,0.38854360171252805,0.6361807103755311,0
image_0408.jpg,0.40063921635156596,0.5815049312989715,1
image_0409.jpg,0.34467020059315895,0.6241161269615436,0
image_0410.jpg,0.3525324694889209,0.6828646441987348,0
image_0411.jpg,0.33393948809829366,0.6162654946813266,0
image_0412.jpg,0.345460915538508,0.6115290458124959,0
image_0413.jpg,0.3452505658737191,0.6133054430894682,0
image_0414.jpg,0.3423572911556899,0.587957573163391,0
image_0415.jpg,0.3584313644403948,0.6965433137549096,0
image_0416.jpg,0.3457496337748427,0.6219650951881874,0
image_0417.jpg,0.340068062158827,0.6165085679501726,0
image_0418.jpg,0.33537086899456714,0.6255796949688364,0
image_0419.jpg,0.35240813962379547,0.6175545404197313,0
image_0420.jpg,0.34806542845709637,0.5921215058270729,0
image_0421.jpg,0.34445281907572645,0.6326625530729099,0
image_0422.jpg,0.3543575564840874,0.6522711013242267,0
image_0423.jpg,0.35660145703613855,0.6289136257791025,0
image_0424.jpg,0.3642218144654446,0.6104957219069063,0
image_0425.jpg,0.3305270195085098,0.6670804797089909,0
image_0426.jpg,0.3491911507581299,0.5764854718337901,0
image_0427.jpg,0.35135203631747575,0.5846484139576394,0
image_0428.jpg,0.3467898326904695,0.6147801846343423,0
image_0429.jpg,0.3376229607963238,0.5310695348404856,0
image_0430.jpg,0.3360995548567772,0.6004441615325965,0
image_0431.jpg,0.3461192965133275,0.6595299001883641,0
image_0432.jpg,0.3341101738933367,0.6422978460580383,0
image_0433.jpg,0.34139108350700975,0.6096500350992292,0
image_0434.jpg,0.3412247746967294,0.6440161796746781,0
image_0435.jpg,0.3319699965188734,0.5691399447569244,0
image_0436.jpg,0.3396882273279632,0.6678079723723852,0
image_0437.jpg,0.33538799548310066,0.6262373822799568,0
image_0438.jpg,0.3366502857761977,0.630844887117245,0
image_0439.jpg,0.32973540435637566,0.6531961366157604,0
image_0440.jpg,0.3414540068065012,0.6599186506321278,0
image_0441.jpg,0.33806424843183835,0.6199856734333505,0
image_0442.jpg,0.34338870337235006,0.6822603341343264,0
image_0443.jpg,0.3435089292336662,0.600927856604303,0
image_0444.jpg,0.33966008732122144,0.6166238671903496,0
image_0445.jpg,0.34538996122414095,0.5862217996567682,0
image_0446.jpg,0.3371242460304854,0.6092935454451397,0
image_0447.jpg,0.3379288110352581,0.6383530893373082,0
image_0448.jpg,0.34655154302939695,0.6272548921407024,0
image_0449.jpg,0.34123621055835596,0.7191415668590662,0
image_0450.jpg,0.34729966042040883,0.6485435170391183,0
image_10005 (2).jpg,0.5735061395166433,0.6950416393535741,1
image_10005.jpg,0.37584716830619813,0.7283844538451568,0
image_10034 (2).jpg,0.5665866121034757,0.6920108258528002,1
image_10034.jpg,0.3733610470826724,0.760821909456608,0
image_10063 (2).jpg,0.5511792563922141,0.732169418611957,1
image_10063.jpg,0.3686879896702495,0.7579469677643518,0
image_10080.jpg,0.39630178340200606,0.5376493417570167,0
image_10092 (2).jpg,0.5577346681246678,0.7208602131564802,1
image_10092.jpg,0.3691322524704743,0.7901964999508962,0
image_10121 (2).jpg,0.40829330453076484,0.7064485407710009,1
image_10121 (3).jpg,0.5700797675463315,0.6420689283460013,1
image_10121.jpg,0.4587030764695067,0.5893317421337728,1
image_1015 (2).jpg,0.43310709704968486,0.47457444159834145,1
image_1015.jpg,0.37368977907865736,0.6270163373959492,0
image_10150.jpg,0.37294707667679805,0.7211044411839505,0
image_10179.jpg,0.3686111639619518,0.7738085334173992,0
image_1020 (2).jpg,0.48705533069284124,0.9415429163657589,1
image_1020 (3).jpg,0.3972802741222059,0.5584647155993402,0
image_1020 (4).jpg,0.41545812579628116,1.0018518767566653,1
image_1020 (5).jpg,0.48800632112032094,0.8584147991399484,1
image_1020.jpg,0.40767531744933105,0.8612703082480428,1
image_10208.jpg,0.37594300552524074,0.7518200116756143,0
image_10237 (2).jpg,0.39877514271645914,0.7620274099590093,0
image_10237 (3).jpg,0.5665060972566814,0.7883934736813871,1
image_10237.jpg,0.4761095565596245,0.6812983592821521,1
image_10266 (2).jpg,0.5669576113145192,0.7367823981150553,1
image_10266.jpg,0.3742149238943556,0.7538594177437693,0
image_10295 (2).jpg,0.5658763360928567,0.7487622849848686,1
image_10295.jpg,0.3757706405271939,0.7177054877026481,0
image_10324 (2).jpg,0.5709702667155903,0.7373496784188116,1
image_10324.jpg,0.37741162800309436,0.7501777475500185,0
image_10353 (2).jpg,0.5621457663518561,0.7535234360146823,1
image_10353.jpg,0.3839135979949513,0.711727636987287,0
image_10382 (2).jpg,0.5564358014746754,0.7933946515439112,1
image_10382.jpg,0.375998487252881,0.7353464109163029,0
image_10411 (2).jpg,0.5480858881968644,0.7720118915765176,1
image_10411.jpg,0.3758559722690016,0.7094582428271216,0
image_1044 (2).jpg,0.37193772280846393,0.6445362201344874,0
image_1044.jpg,0.45820551670244514,0.48268991590393207,1
image_10440 (2).jpg,0.5582799696258233,0.8084283169224288,1
image_10440.jpg,0.3787561275236352,0.7444303410353663,0
image_10469 (2).jpg,0.5626464857344782,0.7741279691646967,1
image_10469.jpg,0.3779518442620861,0.7490441494259826,0
image_10498 (2).jpg,0.5525981988545077,0.8280585208959456,1
image_10498.jpg,0.37745545499673827,0.7314315159637717,0
image_1050 (2).jpg,0.43888503159031245,0.5888775127274035,1
image_1050 (3).jpg,0.4881684683716132,0.9895500546936643,1
image_1050 (4).jpg,0.40111934334993243,0.5728093388870363,1
image_1050 (5).jpg,0.40075080613960146,0.5569067713968564,1
image_1050 (6).jpg,0.4131009173932638,0.6920018566019277,1
image_1050 (7).jpg,0.3817682935054211,0.5623610918571418,0
image_1050.jpg,0.4078922995121286,0.5833632278365898,1
image_10527.jpg,0.37871410890118407,0.7386007155990474,0
image_10556 (2).jpg,0.5396605727110166,0.8022711277076964,1
image_10556.jpg,0.37677029575967713,0.7414998520631271,0
image_10585 (2).jpg,0.5773379104147323,0.7383420308109196,1
image_10585.jpg,0.37405926523750266,0.732895496079529,0
image_10614.jpg,0.37161974631067024,0.7657980849977761,0
image_10643.jpg,0.3771024316505486,0.7224181273278554,0
image_10672 (2).jpg,0.5251736200987602,0.8797477753986224,1
image_10672.jpg,0.3646978018844137,0.7677767444555822,0
image_10701 (2).jpg,0.5560556766570437,0.8239881848922975,1
image_10701.jpg,0.3652271213368816,0.7539373272193777,0
image_1073 (2).jpg,0.3688142943047952,0.6624327719211973,0
image_1073.jpg,0.4648771425056619,0.47405185434806,1
image_10730 (2).jpg,0.5434088836578999,0.7520835873942338,1
image_10730.jpg,0.37425839577051323,0.7775053213129697,0
image_10740.jpg,0.4232191106463621,0.5369729219024101,1
image_10759 (2).jpg,0.5761783403383265,0.7652347013983866,1
image_10759.jpg,0.37203442717496615,0.7409783262465317,0
image_10788 (2).jpg,0.564660661344891,0.6247120004051528,1
image_10788.jpg,0.3735179483542224,0.7481721137902553,0
image_1080 (2).jpg,0.40382119973852154,0.5703794715748137,1
image_1080 (3).jpg,0.39931688214795485,0.5049710780133391,0
image_1080 (4).jpg,0.43684301268383685,0.908041667790286,1
image_1080 (5).jpg,0.4025797773967364,0.8225390350659576,1
image_1080 (6).jpg,0.4042010928433464,0.5869712585943451,1
image_1080 (7).jpg,0.4954708452643932,0.8098980267944231,1
image_1080 (8).jpg,0.4094943331006502,0.8053514778821436,1
image_1080.jpg,0.4112086160469358,0.5559235025318003,1
image_10817 (2).jpg,0.531200470014296,0.8326959202867861,1
image_10817.jpg,0.3693480860195172,0.7531527574045002,0
image_10846 (2).jpg,0.5397002432633884,0.5849515101378358,1
image_10846.jpg,0.37557339438335297,0.7401529258162528,0
image_10875 (2).jpg,0.5377000462982959,0.6908107472282505,1
image_10875.jpg,0.37342597084127027,0.748861297387047,0
image_10904.jpg,0.36681556406258586,0.7071537958347036,0
image_10933.jpg,0.37127478260956204,0.7027621733463605,0
image_10962.jpg,0.3658528224763813,0.7303444169026168,0
image_10991.jpg,0.36722845188991077,0.7339368435638219,0
image_1102 (2).jpg,0.3703794255677582,0.6604403518293203,0
image_1102 (3).jpg,0.42632344600672134,0.4277765881212058,1
image_1102.jpg,0.4638160449437986,0.4700829430873795,1
image_11020.jpg,0.3651127005399705,0.7355146694548074,0
image_11049.jpg,0.41358179027940833,0.6870785422728878,1
image_11078.jpg,0.3765575701166871,0.7024563783644208,0
image_1110 (2).jpg,0.4834442077483143,0.9525156074479454,1
image_1110 (3).jpg,0.3959348734569552,0.5889576771690926,0
image_1110 (4).jpg,0.43532388143519896,0.9631018125322751,1
image_1110 (5).jpg,0.43479679786942477,0.9933181570092816,1
image_1110.jpg,0.40620622300526393,0.754041000556122,1
image_11107.jpg,0.37648016727059513,0.6993788274000561,0
image_11136 (2).jpg,0.523932314558897,0.8420637269584684,1
image_11136.jpg,0.3763952379772284,0.7503931491777394,0
image_11165.jpg,0.375218298699509,0.751318435382701,0
image_11194.jpg,0.3771730271085708,0.7365414440967841,0
image_11223.jpg,0.37645452434470816,0.7624252808169754,0
image_11252 (2).jpg,0.5128506948301126,0.7922584657188508,1
image_11252.jpg,0.39672885380872536,0.7211163324945487,0
image_11280.jpg,0.4157034858093849,0.5258029583343866,1
image_11281.jpg,0.37253674086645994,0.7449556437300288,0
image_1131 (2).jpg,0.37009443631395206,0.7030126974638791,0
image_1131 (3).jpg,0.42900953733659686,0.4305714855141071,1
image_1131.jpg,0.4647269224907157,0.4685646699279048,1
image_11310.jpg,0.37590490677743704,0.7251607157228682,0
image_11339.jpg,0.37554826511872685,0.7395894119507208,0
image_11368 (2).jpg,0.5175845160753898,0.9657608392903713,1
image_11368.jpg,0.41306450111271265,0.671720669460829,1
image_11397.jpg,0.37426439421542573,0.7065067521672876,0
image_1140 (2).jpg,0.4742788379041571,0.9040916989598757,1
image_1140 (3).jpg,0.39638078357222595,0.6337958799229634,0
image_1140 (4).jpg,0.4371239431151721,0.6858285462363041,1
image_1140 (5).jpg,0.3991012614631697,0.573854405953393,0
image_1140.jpg,0.4006450648157291,0.7694401107149036,1
image_11426.jpg,0.3775587887247811,0.7374166692461226,0
image_11455 (2).jpg,0.5469277156218482,0.8547776555763511,1
image_11455.jpg,0.37669156043371765,0.7505209086575908,0
image_11484 (2).jpg,0.561752579981256,0.8640491994521422,1
image_11484.jpg,0.38317976358175,0.6858296555299692,0
image_11513 (2).jpg,0.5198766857875449,0.7787055569754493,1
image_11513.jpg,0.37427800155435353,0.7133603061162925,0
image_11542 (2).jpg,0.526162637600404,0.7981458233900818,1
image_11542.jpg,0.3748275096643394,0.7672996123958125,0
image_11571 (2).jpg,0.5466277609025102,0.9192866979851072,1
image_11571.jpg,0.3722598281411652,0.7342704924716791,0
image_1160 (2).jpg,0.4271118580197728,0.42658056103349895,1
image_1160.jpg,0.3610312614145904,0.6972139033943782,0
image_11600 (2).jpg,0.5215502841064041,0.8845291963721168,1
image_11600.jpg,0.3729651488717729,0.743564085350966,0
image_11629 (2).jpg,0.534461637913157,0.9412454397778339,1
image_11629.jpg,0.37429567295537436,0.7537727210184133,0
image_11658 (2).jpg,0.5416342703337993,0.9438366562865206,1
image_11658.jpg,0.3770536489139962,0.7619583469775572,0
image_11687 (2).jpg,0.5169867760887107,0.740548393718074,1
image_11687.jpg,0.3774842972865909,0.7010199987267735,0
image_1170 (2).jpg,0.4589037326736455,0.9535973673757747,1
image_1170 (3).jpg,0.407056265812641,0.6414546687271032,1
image_1170 (4).jpg,0.42345406069348146,1.0186054927330201,1
image_1170 (5).jpg,0.4722860823137515,1.0062259675586995,1
image_1170 (6).jpg,0.4499497822184973,0.8148739460712996,1
image_1170.jpg,0.40172364235510927,0.6338269722535643,1
image_11716 (2).jpg,0.5272398146439801,0.8840524516315549,1
image_11716.jpg,0.3746131596906259,0.7517463126948715,0
image_11745.jpg,0.37699284883901607,0.7438922961507872,0
image_11774.jpg,0.3723454081194705,0.7473724946752848,0
image_11803 (2).jpg,0.5250645131687832,0.8152412865054103,1
image_11803.jpg,0.3735187358769174,0.728292127998725,0
image_11832.jpg,0.3762281857276164,0.725470277205262,0
image_11861.jpg,0.37860861455747385,0.7174050821043846,0
image_1189 (2).jpg,0.36809427692133084,0.653894834352243,0
image_1189 (3).jpg,0.4311877006549388,0.4337419521892183,1
image_1189.jpg,0.4596972815203735,0.47500385142899004,1
image_11890.jpg,0.377788057407835,0.7076011185999067,0
image_11919.jpg,0.37553316312735896,0.7312705604401787,0
image_11948.jpg,0.38151097117762306,0.715964496390934,0
image_11977.jpg,0.3787823594350197,0.6970118447676099,0
image_120 (2).jpg,0.3807202540975992,0.4958424589375679,0
image_120 (3).jpg,0.44893196045060213,0.5898605127458868,1
image_120 (4).jpg,0.46976974751631395,0.9039265366478993,1
image_120.jpg,0.3970375817498921,0.5317402357311451,0
image_1200 (2).jpg,0.42174143603255115,0.5686810731744908,1
image_1200 (3).jpg,0.4158083057996834,0.9771332158315823,1
image_1200 (4).jpg,0.39200953073747946,0.7751633094925243,0
image_1200 (5).jpg,0.4062186839249184,0.9895885198846802,1
image_1200 (6).jpg,0.41526627936747357,0.8906893073601679,1
image_1200.jpg,0.38854169679868356,0.818354324337178,0
image_12006 (2).jpg,0.4017500765616746,0.7051546947559767,1
image_12006.jpg,0.4665636488214948,0.5682526717088877,1
image_12035 (2).jpg,0.46787981549708774,0.5949021160579079,1
image_12035.jpg,0.38658342093233716,0.7186520218074233,0
image_12064.jpg,0.3767946342209927,0.7552996390151719,0
image_12093 (2).jpg,0.4773703643196356,0.6596180810040515,1
image_12093.jpg,0.3777943470495301,0.7434659176781805,0
image_12122 (2).jpg,0.4744475634496089,0.62128711213516,1
image_12122.jpg,0.37270423389907714,0.7738504062574342,0
image_12151 (2).jpg,0.481459140323372,0.688423958651401,1
image_12151.jpg,0.38150218790119395,0.7638839176611436,0
image_1218 (2).jpg,0.4305089972880738,0.4303346039558815,1
image_1218.jpg,0.37177962320762037,0.6769567611988389,0
image_12180 (2).jpg,0.4934097016760848,0.6941054844691544,1
image_12180.jpg,0.37868517531723406,0.7679249508549402,0
image_12209.jpg,0.3784971935886626,0.7431186081257903,0
image_12238.jpg,0.3786169135201963,0.7766494007764068,0
image_12267 (2).jpg,0.4883148549736964,1.1082285023100582,1
image_12267.jpg,0.37932228951312885,0.7775474858355006,0
image_12296 (2).jpg,0.501077725575056,0.8570131088689928,1
image_12296.jpg,0.380475094331999,0.7434280311722549,0
image_1230 (2).jpg,0.4004961193647441,0.6110154691388093,1
image_1230 (3).jpg,0.4069928782316268,0.6040521099255428,1
image_1230 (4).jpg,0.38784697829501474,0.570925258828579,0
image_1230 (5).jpg,0.41251118992757374,0.9232422847432585,1
image_1230.jpg,0.4232966026022199,0.6277520028358469,1
image_12325.jpg,0.37825895996741044,0.7746003920915404,0
image_12354 (2).jpg,0.4799764350572414,0.815980212986262,1
image_12354.jpg,0.3798086944901826,0.7642344618023108,0
image_12383 (2).jpg,0.4639871820159841,0.6463779566353711,1
image_12383.jpg,0.3796900280741748,0.7123712176301368,0
image_12412 (2).jpg,0.4717314376329405,0.78101254782104,1
